kind,sweep,value,T,B,N,D,sigma,L,regime,mode,time_ms,mem_mib,firing
axonal,D,25.0,250,256,256,25,1.0,29,fwd,triton_exact,16.558080673217773,312.7822265625,0.11647504568099976
axonal,D,25.0,250,256,256,25,1.0,29,fwd,eventdriven,29.1778564453125,250.029296875,0.11647504568099976
axonal,D,25.0,250,256,256,25,1.0,29,fwd,vanilla,41.28153610229492,188.0,0.12425623089075089
axonal,D,25.0,250,256,256,25,1.0,29,fwdbwd,v2,192.7209014892578,2137.36376953125,0.11647504568099976
axonal,D,25.0,250,256,256,25,1.0,29,fwdbwd,v1,353.1205139160156,2084.33642578125,0.11647504568099976
axonal,D,25.0,250,256,256,25,1.0,29,fwdbwd,triton_exact,98.47689819335938,626.56298828125,0.11647504568099976
axonal,D,25.0,250,256,256,25,1.0,29,fwdbwd,eventdriven,109.80044555664062,626.81298828125,0.11647504568099976
axonal,D,25.0,250,256,256,25,1.0,29,fwdbwd,vanilla,122.18982696533203,313.0,0.12425623089075089
axonal,D,50.0,250,256,256,50,1.0,54,fwd,v2,66.6030044555664,263.85546875,0.11564245820045471
axonal,D,50.0,250,256,256,50,1.0,54,fwd,v1,101.98194885253906,228.3037109375,0.11564245820045471
axonal,D,50.0,250,256,256,50,1.0,54,fwd,triton_exact,26.446847915649414,312.806640625,0.11564245820045471
axonal,D,50.0,250,256,256,50,1.0,54,fwd,eventdriven,49.84627151489258,250.0537109375,0.11564245820045471
axonal,D,50.0,250,256,256,50,1.0,54,fwd,vanilla,41.44326400756836,188.0,0.12425623089075089
axonal,D,50.0,250,256,256,50,1.0,54,fwdbwd,v2,192.23858642578125,3872.21142578125,0.11564245820045471
axonal,D,50.0,250,256,256,50,1.0,54,fwdbwd,v1,524.4938354492188,3779.65966796875,0.11564245820045471
axonal,D,50.0,250,256,256,50,1.0,54,fwdbwd,triton_exact,132.03045654296875,626.61181640625,0.11564245820045471
axonal,D,50.0,250,256,256,50,1.0,54,fwdbwd,eventdriven,154.0220489501953,626.86181640625,0.11564245820045471
axonal,D,50.0,250,256,256,50,1.0,54,fwdbwd,vanilla,121.16393280029297,313.0,0.12425623089075089
axonal,D,100.0,250,256,256,100,1.0,104,fwd,v2,85.54700469970703,276.453125,0.11402087658643723
axonal,D,100.0,250,256,256,100,1.0,104,fwd,v1,168.29119873046875,281.3525390625,0.11402087658643723
axonal,D,100.0,250,256,256,100,1.0,104,fwd,triton_exact,43.42272186279297,312.85546875,0.11402087658643723
axonal,D,100.0,250,256,256,100,1.0,104,fwd,eventdriven,74.85542297363281,250.1025390625,0.11402087658643723
axonal,D,100.0,250,256,256,100,1.0,104,fwd,vanilla,41.38905715942383,188.0,0.12425623089075089
axonal,D,100.0,250,256,256,100,1.0,104,fwdbwd,v2,232.26060485839844,6898.90673828125,0.11402087658643723
axonal,D,100.0,250,256,256,100,1.0,104,fwdbwd,v1,896.089111328125,6828.30615234375,0.11402087658643723
axonal,D,100.0,250,256,256,100,1.0,104,fwdbwd,triton_exact,187.75144958496094,626.70947265625,0.11402087658643723
axonal,D,100.0,250,256,256,100,1.0,104,fwdbwd,eventdriven,218.91583251953125,626.95947265625,0.11402087658643723
axonal,D,100.0,250,256,256,100,1.0,104,fwdbwd,vanilla,121.77305603027344,313.0,0.12425623089075089
axonal,sigma,0.0,250,256,256,25,0.0,28,fwd,v2,67.06175994873047,257.5546875,0.11980652064085007
axonal,sigma,0.0,250,256,256,25,0.0,28,fwd,v1,77.66111755371094,208.7783203125,0.11980652064085007
axonal,sigma,0.0,250,256,256,25,0.0,28,fwd,triton_exact,16.242496490478516,312.78125,0.11980652064085007
axonal,sigma,0.0,250,256,256,25,0.0,28,fwd,eventdriven,25.057279586791992,250.0283203125,0.11980395764112473
axonal,sigma,0.0,250,256,256,25,0.0,28,fwd,vanilla,41.24860763549805,188.0,0.12425623089075089
axonal,sigma,0.0,250,256,256,25,0.0,28,fwdbwd,v2,198.80653381347656,2069.85986328125,0.11980652064085007
axonal,sigma,0.0,250,256,256,25,0.0,28,fwdbwd,v1,347.5066833496094,2027.08349609375,0.11980652064085007
axonal,sigma,0.0,250,256,256,25,0.0,28,fwdbwd,triton_exact,96.85100555419922,626.56103515625,0.11980652064085007
axonal,sigma,0.0,250,256,256,25,0.0,28,fwdbwd,eventdriven,105.32966613769531,626.81103515625,0.11980395764112473
axonal,sigma,0.0,250,256,256,25,0.0,28,fwdbwd,vanilla,123.09196472167969,313.0,0.12425623089075089
axonal,sigma,1.0,250,256,256,25,1.0,29,fwd,v2,66.89791870117188,257.556640625,0.11647504568099976
axonal,sigma,1.0,250,256,256,25,1.0,29,fwd,v1,77.22905731201172,209.529296875,0.11647504568099976
axonal,sigma,1.0,250,256,256,25,1.0,29,fwd,triton_exact,16.549663543701172,312.7822265625,0.11647504568099976
axonal,sigma,1.0,250,256,256,25,1.0,29,fwd,eventdriven,29.09676742553711,250.029296875,0.11647504568099976
axonal,sigma,1.0,250,256,256,25,1.0,29,fwd,vanilla,41.52934265136719,188.0,0.12425623089075089
axonal,sigma,1.0,250,256,256,25,1.0,29,fwdbwd,v2,198.34259033203125,2137.36376953125,0.11647504568099976
axonal,sigma,1.0,250,256,256,25,1.0,29,fwdbwd,v1,357.6371154785156,2084.33642578125,0.11647504568099976
axonal,sigma,1.0,250,256,256,25,1.0,29,fwdbwd,triton_exact,98.86003112792969,626.56298828125,0.11647504568099976
axonal,sigma,1.0,250,256,256,25,1.0,29,fwdbwd,eventdriven,110.37884521484375,626.81298828125,0.11647504568099976
axonal,sigma,1.0,250,256,256,25,1.0,29,fwdbwd,vanilla,123.6910400390625,313.0,0.12425623089075089
axonal,sigma,2.0,250,256,256,25,2.0,30,fwd,v2,67.06086730957031,257.80859375,0.11448291689157486
axonal,sigma,2.0,250,256,256,25,2.0,30,fwd,v1,78.90227508544922,210.2802734375,0.11448291689157486
axonal,sigma,2.0,250,256,256,25,2.0,30,fwd,triton_exact,17.338367462158203,312.783203125,0.11448291689157486
axonal,sigma,2.0,250,256,256,25,2.0,30,fwd,eventdriven,32.965633392333984,250.0302734375,0.11448291689157486
axonal,sigma,2.0,250,256,256,25,2.0,30,fwd,vanilla,41.19859313964844,188.0,0.12425623089075089
axonal,sigma,2.0,250,256,256,25,2.0,30,fwdbwd,v2,198.72659301757812,2195.11767578125,0.11448291689157486
axonal,sigma,2.0,250,256,256,25,2.0,30,fwdbwd,v1,363.1572570800781,2147.58935546875,0.11448291689157486
axonal,sigma,2.0,250,256,256,25,2.0,30,fwdbwd,triton_exact,99.63520050048828,626.56494140625,0.11448291689157486
axonal,sigma,2.0,250,256,256,25,2.0,30,fwdbwd,eventdriven,114.6460189819336,626.81494140625,0.11448291689157486
axonal,sigma,2.0,250,256,256,25,2.0,30,fwdbwd,vanilla,122.1744613647461,313.0,0.12425623089075089
axonal,sigma,4.0,250,256,256,25,4.0,32,fwd,v2,82.32262420654297,258.3125,0.11220148205757141
axonal,sigma,4.0,250,256,256,25,4.0,32,fwd,v1,101.91875457763672,211.7822265625,0.11220148205757141
axonal,sigma,4.0,250,256,256,25,4.0,32,fwd,triton_exact,18.154495239257812,312.78515625,0.11220148205757141
axonal,sigma,4.0,250,256,256,25,4.0,32,fwd,eventdriven,40.030208587646484,250.0322265625,0.11220148205757141
axonal,sigma,4.0,250,256,256,25,4.0,32,fwd,vanilla,51.24403381347656,188.0,0.12425623089075089
axonal,sigma,4.0,250,256,256,25,4.0,32,fwdbwd,v2,224.7966766357422,2320.62548828125,0.11220148205757141
axonal,sigma,4.0,250,256,256,25,4.0,32,fwdbwd,v1,405.4579162597656,2274.09521484375,0.11220148205757141
axonal,sigma,4.0,250,256,256,25,4.0,32,fwdbwd,triton_exact,103.09606170654297,626.56884765625,0.11220148205757141
axonal,sigma,4.0,250,256,256,25,4.0,32,fwdbwd,eventdriven,123.97875213623047,626.81884765625,0.11220148205757141
