model,std,magnitude,model_seed,perturb_seed,acc
ax_fixed,18,0.1,0,1,79.92936117936118
ax_fixed,18,0.1,0,2,80.55896805896806
ax_fixed,18,0.2,0,0,77.7948402948403
ax_fixed,18,0.2,0,1,77.42628992628993
ax_fixed,18,0.2,0,2,77.47235872235872
ax_fixed,18,0.3,0,0,73.17260442260442
ax_fixed,18,0.3,0,1,72.3894348894349
ax_fixed,18,0.3,0,2,72.98832923832924
ax_fixed,18,0.4,0,0,65.1105651105651
ax_fixed,18,0.4,0,1,65.12592137592138
ax_fixed,18,0.4,0,2,64.57309582309583
ax_fixed,18,0.5,0,0,52.31879606879607
ax_fixed,18,0.5,0,1,52.22665847665848
ax_fixed,18,0.5,0,2,51.98095823095823
ax_fixed,18,0.0,1,0,81.40356265356266
ax_fixed,18,0.1,1,0,79.34582309582309
ax_fixed,18,0.1,1,1,79.20761670761671
ax_fixed,18,0.1,1,2,79.46867321867322
ax_fixed,18,0.2,1,0,75.96744471744472
ax_fixed,18,0.2,1,1,76.02886977886978
ax_fixed,18,0.2,1,2,75.89066339066339
ax_fixed,18,0.3,1,0,69.97850122850123
ax_fixed,18,0.3,1,1,70.31633906633907
ax_fixed,18,0.3,1,2,70.60810810810811
ax_fixed,18,0.4,1,0,61.19471744471745
ax_fixed,18,0.4,1,1,61.394348894348894
ax_fixed,18,0.4,1,2,61.885749385749385
ax_fixed,18,0.5,1,0,48.60257985257985
ax_fixed,18,0.5,1,1,48.37223587223587
ax_fixed,18,0.5,1,2,48.326167076167074
ax_fixed,18,0.0,2,0,81.5571253071253
ax_fixed,18,0.1,2,0,79.97542997542998
ax_fixed,18,0.1,2,1,80.25184275184276
ax_fixed,18,0.1,2,2,80.11363636363636
ax_fixed,18,0.2,2,0,76.98095823095824
ax_fixed,18,0.2,2,1,77.22665847665847
ax_fixed,18,0.2,2,2,77.487714987715
ax_fixed,18,0.3,2,0,72.29729729729729
ax_fixed,18,0.3,2,1,71.57555282555282
ax_fixed,18,0.3,2,2,72.05159705159706
ax_fixed,18,0.4,2,0,63.49815724815725
ax_fixed,18,0.4,2,1,63.14496314496314
ax_fixed,18,0.4,2,2,63.22174447174447
ax_fixed,18,0.5,2,0,50.19963144963145
ax_fixed,18,0.5,2,1,50.13820638820639
